1872,เก่าคร่ำคร่า,0.07,0.18,0.03,0.13,0.12
1873,เห็นแก่ตัว,0,0,0,-0.92,-0.31
1874,เดินเล่น,-0.07,0,0,0.15,0.03
1875,ไหว้,0.9,0,0,0.76,0.55
1876,เหมาะ,0.43,0.12,-0.07,0.59,0.36
1877,ฐานที่ตั้ง,0,0.09,0,0,0.03
1878,เพิ่งเสียชีวิต,-0.09,0.08,-0.08,0,-0.03
1879,ข่ม,0,0,0.39,-0.3,-0.27
1880,ขยับ,0,0.24,-0.15,0.3,0.13
1881,รัญจวนใจ,0.99,0.89,0,0.91,0.93
1882,ความเที่ยง,0.5,0.45,0.01,0.47,0.47
1883,พิพากษา,0,0.1,0,0.08,0.06
1884,อยู่,0.05,0.09,-0.07,0.13,0.07
1885,จวบจนกระทั่ง,0,0.12,0,0.12,0.08
1886,เจ้านาย,0.06,0.13,-0.03,0.13,0.1
1887,ขยัก,-0.03,0.13,-0.05,0.12,0.04
1888,สี่แยก,0.03,0.06,0.05,0.07,0.03
1889,เพราะพริ้ง,0.37,0.36,0,0.45,0.39
1890,จาบัลย์,-0.47,0.32,-0.14,-0.27,-0.18
1891,นวดเฟ้น,0.07,0.08,-0.15,0.19,0.07
1892,ความต้องการ,0.13,0.41,-0.31,0.35,0.19
1893,ฆ่าเชื้อโรค,0.04,0,0,0.09,0.04
1894,ตอบรับ,0.26,0.11,-0.05,0.41,0.24
1895,บุญหนักศักดิ์ใหญ่,0.05,0.07,-0.19,0.32,0.08
1896,เข้าโจมตี,-0.11,0,-0.11,-0.2,-0.14
1897,ลักษณะถาวร,0,0.16,-0.17,0.28,0.09
1898,เมื่อ,0.06,0.16,-0.06,0.18,0.12
1899,ไม่บ่อย,0.03,0,0,0.05,0.03
1900,ร้อยกรอง,0,0.08,-0.01,0.08,0.05
1901,ถูกทำลายได้ง่าย,-0.11,0,-0.13,0.12,-0.01
1902,ยาแก้ปวด,-0.03,-0.01,-0.11,-0.21,-0.11
1903,กีรติ,0.42,0.48,-0.05,0.47,0.44
1904,สหพันธ์,0.07,0.22,-0.17,0.21,0.11
1905,ชั้นสุดท้าย,-0.05,0.18,-0.12,0.17,0.06
1906,การกระทำการ,-0.16,0.16,-0.17,-0.04,-0.07
1907,เกณฑ์ทหาร,-0.09,0.1,-0.11,0.02,-0.03
1908,ประณิธาน,0.1,0.36,-0.05,0.21,0.21
1909,ชั้นแมนเทิล,0.05,-0.09,0,0,0.05
1910,โครงรถ,0,-0.01,0,0.07,0.03
1911,ลำลึก,-0.11,0.19,-0.06,0.06,0.03
1912,วุฒิภาวะ,0,0,-0.09,0,-0.03
1913,ที่ราบ,-0.07,0,0,0,-0.02
1914,ผู้สังเกตการณ์,0,0.2,-0.17,0.14,0.06
1915,ผลิตผล,0,0.21,0,0.21,0.14
1916,เก็บตก,0,0.16,-0.12,0.19,0.08
1917,พยานรัก,-0.09,0,0.06,-0.03,-0.06
1918,ความสูงต่ำ,0.03,0.12,0.07,0.16,0.08
1919,ให้การสนับสนุน,0.58,0.38,0.17,0.63,0.41
1920,ออกแบบ,0.04,0.16,0,0.16,0.12
1921,วิธีปฏิบัติ,-0.03,0.11,0,0.11,0.06
1922,ด้วยกัน,0,0.18,-0.11,0.32,0.13
1923,ชดใช้,-0.08,0.28,-0.12,0.14,0.07
1924,ออดอ้อนออเซาะ,0.17,0,0.08,0.18,0.09
1925,เอื้อน,0,0.07,-0.07,0.21,0.07
1926,อินทรีย์,0.02,0.08,0.02,0.06,0.05
1927,ความเชื่อมั่น,1,0,0,0.97,0.66
1928,ความเป็นเด็ก,-0.07,0.19,0.04,0.1,0.06
1929,สาระสังเขป,0,0.31,-0.1,0.27,0.16
1930,ตัวจำนำ,-0.95,0,-0.9,0,-0.61
1931,อธิป-,0.04,0.1,0,0.08,0.07
1932,อะไรต่ออะไร,0.14,-0.11,-0.18,0.29,0.12
1933,ฤษี,0,0,-0.1,0,-0.03
1934,สง่า,0.04,0.51,0.01,0.53,0.36
1935,อาหารว่าง,0.12,-0.02,0.02,-0.03,0.03
1936,ตัวแปรควบคุม,0,0.1,0,0.13,0.08
1937,ฝ่าฝืน,-0.06,-0.04,0,-0.1,-0.04
1938,ผู้อำนวยการแสดง,-0.04,0.19,0,0.07,0.07
1939,เตาสูบ,0.03,0.03,-0.04,0.02,0.01
1940,นักผจญภัย,0.7,0.91,0,0.7,0.77
1941,กระเป๋าหนัก,0.49,0.5,-0.07,0.06,0.33
1942,โมหาคติ,-0.11,0.04,-0.06,-0.58,-0.24
1943,พะงาบๆ,-0.04,0.12,-0.05,0.13,0.05
1944,แห่งสวรรค์,0.9,0.95,0,0.97,0.94
1945,บาดหมาง,-0.1,0.1,0,-0.07,-0.03
1946,ฮือฮา,-0.48,0.17,-0.31,-0.21,-0.28
1947,คำนินทา,0,-0.04,0.03,-0.11,-0.04
1948,สึก,0.09,0,0,0,0.03
1949,ผู้บาดเจ็บ,-0.85,0,0.87,-0.95,-0.89
1950,วาทกรรม,0,0,0.01,0.09,0.03
1951,ทำตาม,0,0.17,-0.11,0.24,0.1
1952,ครองผ้า,-0.04,0,-0.05,-0.03,-0.04
1953,ร่มกันฝน,0,-0.05,0.08,-0.06,-0.03
1954,ครึ่งวงกลม,0.03,0,0.1,0,-0.02
1955,ไส้แห้ง,-0.89,0,0,-0.74,-0.54
1956,ความกระดากใจ,-0.53,0.33,-0.27,-0.2,-0.22
1957,สั่ง,0.03,0.2,-0.06,0.18,0.12
1958,การถึง,0.06,0.12,-0.07,0.26,0.12
1959,พอเพียง,0.13,0.32,-0.04,0.27,0.22
1960,สั่น,0.01,-0.01,-0.39,0.05,-0.1
1961,อุตสาห์,-0.11,0.17,-0.1,0.17,0.04
1962,สะเก็ดไฟ,0.03,0,-0.12,0,-0.03
1963,ไวพจน์,0,0.21,-0.1,0.24,0.12
1964,ระคาย,-0.05,0,0.5,-0.48,-0.33
1965,การเชื่อมต่อ,0.08,0.1,-0.1,0.19,0.09
1966,ว่องไว,0,0.08,0,0.11,0.06
1967,เพาะปลูก,0,0.18,-0.08,0.15,0.08
1968,ทุกลิ่ง,0.06,0.17,-0.08,0.25,0.13
1969,หดหู่,-0.81,0.19,-0.34,-0.23,-0.39
1970,หย่ากัน,-0.74,0,0,-0.72,-0.49
1971,วาทศิลป์,0,0.07,0,0.15,0.08
1972,แก่ดีกรี,0,0,-0.93,-0.75,-0.56
1973,ดำขลับ,-0.03,-0.03,0.03,-0.11,-0.05
1974,หงอน,0.01,-0.02,0.04,0.01,0
1975,กระหาย,0.47,0.66,-0.14,0.15,0.38
1976,เงี่ยง,0,0,0,0.07,0.02
1977,เงี่ยน,0.04,0.12,0.33,-0.29,-0.24
1978,คุยนักคุยหนา,0,0,0,-0.74,-0.24
1979,ทางอ้อม,-0.1,0,0.03,-0.04,-0.06
1980,สายสมร,0.04,0.06,-0.13,0.05,0.01
1981,อ้างอิง,0.04,0.21,-0.18,0.27,0.12
1982,ม่าห์,-0.09,0.09,-0.09,-0.11,-0.07
1983,ส่งแสง,0.04,0.13,-0.07,0.17,0.09
1984,ของแกะสลัก,0.04,0,0,0.08,0.04
1985,นครินทร์,-0.04,0.19,0,0.07,0.07
1986,ดูแลเอาใจใส่,0.46,0.14,-0.08,0.47,0.33
1987,การทะเลาะ,-0.43,0,0.8,-0.94,-0.72
1988,ทันทีทันใด,0.01,-0.04,-0.12,0.24,0.09
1989,พิธี,0.04,0.05,-0.08,0.5,0.17
1990,เงินมากมาย,0.98,0.81,0,0,0.6
1991,อย่างสมบูรณ์,0,0.16,-0.07,0.06,0.05
1992,โดดเดี่ยว,-0.31,0.03,-0.27,0.05,-0.18
1993,ใบเบิก,-0.04,0.18,0,0.05,0.06
1994,ส่วนสำคัญ,0,0.74,0,0.91,0.55
1995,การฝึก,-0.03,0.11,0,0.11,0.06
1996,เครื่องกลไก,0,0,0.02,0.14,0.04
1997,จ่ายคืน,-0.1,0.3,-0.13,0.19,0.09
1998,ล้อม,0.05,0.17,-0.05,0.29,0.15
1999,พระเพลิง,0.04,0,-0.08,-0.06,-0.03
2000,ทำได้สำเร็จ,0.91,0,0,0.79,0.57
2001,ภัณฑ์-ภัณฑ์),0.03,0.12,0.02,0.09,0.07
2002,สังฆ-,0.78,0.8,0,0.83,0.8
2003,ระอา,-0.76,0.28,-0.41,-0.08,-0.32
2004,การอัพเดท,-0.08,-0.01,-0.1,0,-0.06
2005,ซ่าน,-0.05,0.22,-0.19,0.34,0.1
2006,โรงพัสดุ,0,0.07,0,0.07,0.05
2007,ไพรที,0.03,0.24,0,0.23,0.16
2008,ประตู,0.02,0.07,-0.02,0.15,0.08
2009,คนผู้หญิง,0,0,-0.1,0,-0.03
2010,ขุ่นเคืองใจ,-0.48,0.41,-0.2,-0.19,-0.15
2011,ค่าจ้าง,-0.04,0.36,-0.07,0.11,0.12
2012,น้ำพิษ,0,0,-0.8,0,-0.27
2013,เงียบสงัด,0.51,0.51,-0.21,0.26,0.35
2014,ลิ่วล้อ,0.07,0.17,-0.05,0.14,0.11
2015,เอาใจ,0.23,0.1,-0.14,0.15,0.11
2016,ตะบอง,0.13,-0.2,0.02,0.1,0.14
2017,การสรุป,0,-0.04,-0.06,-0.1,-0.04
2018,ประ,0.04,0,0.03,0.06,0.03
2019,ฉงนใจ,0.31,0.5,-0.16,0.46,0.37
2020,เตี้ย,-0.42,0.21,-0.28,0.12,-0.12
2021,ท้าทายความสามารถ,0.1,-0.07,0.06,0,0.04
2022,รถใต้ดิน,0,-0.04,0,-0.04,0
2023,น้ำลายไหล,-0.04,-0.03,-0.03,-0.11,-0.05
2024,ฟังก์ชัน,0.07,0,-0.07,0.2,0.07
2025,เครื่องฟังการเต้นของหัวใจ,0,-0.03,0,-0.16,-0.05
2026,ยกยอ,0.48,0,0.26,0.66,0.29
2027,ไม่สดใส,0,0,0,-0.73,-0.24
2028,ทำสะอาด,0,-0.01,0.01,0.07,0.02
2029,สุดโต่ง,0,0.11,-0.1,0.23,0.08
2030,สังขาร,0.05,0.12,-0.07,0.1,0.07
2031,โรหิต,-0.06,0.05,-0.02,-0.04,-0.02
2032,ภารธุระ,-0.1,0.27,-0.2,0.11,0.03
2033,มีรูปร่าง,0.05,-0.11,0.01,-0.05,0.03
2034,นว-,0.05,0.17,-0.11,0.21,0.11
2035,อายุร-,-0.04,0,-0.14,-0.17,-0.12
2036,ลุ่ม,-0.78,0.27,-0.45,-0.05,-0.34
2037,ความรวดเร็ว,0,0.12,0,0.16,0.09
2038,ผูกมัด,-0.23,-0.02,-0.14,-0.07,-0.14
2039,ลุก,-0.01,0.08,-0.08,0.04,0.01
2040,ค่าปรับไหม,0.04,0.34,-0.22,0.23,0.13
2041,เปล่า,0.15,0.24,-0.04,0.27,0.2
2042,พฤฒิ-,0.5,0.53,-0.08,0.1,0.35
2043,เฉพาะ,0.05,0.23,-0.07,0.23,0.13
2044,เฉลิม,0.68,0.32,-0.12,0.15,0.34
2045,อัพเกรด,-0.07,0.11,-0.1,0.13,0.03
2046,เรื่องซุบซิบ,0,-0.04,0.03,-0.11,-0.04
2047,ลุท,0,0,-0.11,-0.12,-0.08
2048,ลุต,-0.09,-0.01,0.03,-0.11,-0.07
2049,ปรับเปลี่ยน,0.07,0.17,0,0.15,0.13
2050,นัดดา,0.04,0.11,-0.11,0.06,0.03
2051,บางที,0.04,0.15,-0.12,0.17,0.08
2052,เน้น,-0.06,0.22,-0.09,-0.19,-0.04
2053,สะกิดใจ,0.11,0.19,-0.1,0.16,0.12
2054,มายา,-0.33,-0.42,0.41,-0.35,-0.22
2055,ราคาส่วนลด,0.95,0.94,0,0,0.63
2056,ลุย,0.03,0.1,0,0.12,0.09
2057,กองกลาง,0,0.11,-0.07,0.07,0.04
2058,ผู้ดำเนินธุรกิจ,0.08,0.14,0,0,0.07
2059,หนอนบุ้ง,0,-0.07,0.09,-0.05,-0.03
2060,มะเดื่อ,0.12,0,0.02,0,0.03
2061,เข้าเป็นสมาชิก,0.12,0.13,-0.12,0.26,0.13
2062,ขาดลอย,0.77,0,0,1,0.59
2063,ตกแต่ง,0.04,-0.02,-0.04,0.08,0.03
2064,อีกทางหนึ่ง,0.02,0.28,-0.12,0.34,0.17
2065,งุดๆ,0.02,0.18,-0.13,0.16,0.08
2066,ขลิบ,-0.01,0,0.04,-0.06,-0.02
2067,คงจะต้อง,0.02,0.34,-0.29,0.32,0.13
2068,สร้าง,-0.01,0.18,-0.02,0.21,0.12
2069,ทำต่อ,-0.04,0.17,-0.08,0.14,0.07
2070,เปล่ง,0.39,0.44,-0.08,0.14,0.3
2071,อ่อนแอ,-0.11,0.03,-0.12,0.11,-0.01
2072,ไพร่ฟ้า,0.09,0.11,0,0.11,0.1
2073,เครื่องจูกช่อง,-0.04,0.09,0,0.09,0.05
2074,ระเห็จ,0.16,0.29,-0.13,0.26,0.19
2075,เกี่ยวกับทารก,-0.04,0,-0.05,0,-0.03
2076,ความเย็น,0.09,0,0,0,0.03
2077,ราชอาณาจักร,0.05,0.11,-0.07,0.1,0.07
2078,ความดัง,0.32,0.04,0.04,0.39,0.24
2079,ความดัน,-0.12,0,-0.11,-0.03,-0.09
2080,จักรพรรดิ,0.05,0.07,0,0.07,0.06
2081,โหวต,0,0.23,-0.12,0.2,0.1
2082,การดำรงอยู่,0.07,0,-0.19,0.3,0.06
2083,เคลื่อนตัว,0.05,0.18,-0.1,0.28,0.14
2084,วทัญญุตา,0.98,0,0,0.74,0.57
2085,เป็นปึกแผ่น,0.04,0.03,0.01,0.1,0.05
2086,ตรมใจ,-0.79,0.11,-0.42,-0.02,-0.37
2087,จุฑาธิปไตย,0.04,0.1,0,0.08,0.07
2088,คอยดัก,-0.02,0,0,-0.08,-0.04
2089,ชลนัยน์,-0.11,-0.04,-0.13,-0.15,-0.12
2090,ยกให้สูงขึ้น,0,0.31,-0.14,0.33,0.17
2091,พระบรม-,0.06,0.08,-0.06,0.08,0.05
2092,ร้าย,-0.3,0.01,-0.34,-0.32,-0.38
2093,การประกันตัว,-0.08,0.28,-0.16,0.17,0.07
2094,ผู้ถือ,0.04,0.1,0.04,0.13,0.08
2095,อ่อนหวาน,0.32,0.29,0,0.1,0.24
2096,ผู้เผยพระวจนะ,0,0.26,-0.07,0.22,0.14
2097,การกล่าวถึง,0,0.2,-0.11,0.28,0.12
2098,กิตติคุณ,0.54,0.56,-0.11,0.53,0.51
2099,โลงศพ,-0.07,0.12,-0.15,-0.08,-0.06
2100,บริษัท,0.07,0.19,-0.03,0.15,0.13
2101,พยุง,0.57,0.63,-0.09,0.57,0.56
2102,ตั้งอยู่,0,0.1,-0.07,0.15,0.06
2103,ทำนูล,-0.07,0.12,-0.11,0.19,0.04
2104,ส่งผล,-0.04,0.23,-0.2,0.26,0.08
2105,เป็นคาบ,0.09,0.07,0,0.25,0.14
2106,ป้อมปราการ,0.03,0.14,0,0.09,0.08
2107,แนวพรมแดน,0.03,0.09,0.04,0.06,0.05
2108,ทายดูสิ,-0.09,0.09,-0.18,0.31,0.04
2109,ห้องครัว,0,-0.07,0,0,0.02
2110,ซัดทอด,0,0.15,0,0,0.05
2111,ตบ,0.03,0.02,-0.03,0.02,0.01
2112,กราวรูด,0,0.16,-0.07,0.06,0.05
2113,ระมัดระวัง,0.1,0.2,-0.12,0.17,0.12
2114,พัฒนา,0.16,0.33,-0.09,0.38,0.26
2115,บรรลุจุดหมาย,0,0.13,-0.11,0.22,0.08
2116,เอกอัครราชทูต,0.03,0.16,-0.07,0.12,0.08
2117,วิสาหกิจ,0.07,0.2,0,0.14,0.14
2118,หลานชาย,0.06,0.12,-0.13,0.06,0.04
2119,กุมฝอย,0,-0.04,0.01,-0.12,-0.03
2120,ความตึงเครียด,-0.49,0,0,-0.54,-0.34
2121,ดวงประทีป,0.04,0,-0.1,-0.04,-0.03
2122,งอกเงย,0,0.31,-0.14,0.33,0.17
2123,เปลี่ยนไป,0,0.24,-0.13,0.3,0.14
2124,กระปรี้กระเปร่า,0.35,0.05,0,0.06,0.15
2125,อย่างมีเหตุผล,-0.09,0.24,-0.1,0.09,0.04
2126,โลด,0,0.09,0,0.14,0.08
2127,ภาษาทางการ,0.12,-0.05,0.08,0,0.03
2128,ทำให้ทันสมัย,-0.08,-0.01,-0.1,0,-0.06
2129,งั้น,0.28,0.37,-0.11,0.41,0.32
2130,ร่าน,0.23,0.32,0.05,-0.01,0.09
2131,ร่าง,0.1,0.08,0.01,0.11,0.09
2132,คนทำความสะอาด,0.04,0,0,0.06,0.03
2133,ภวตัณหา,0.85,0.99,0,0,0.61
2134,ขู่,-0.29,0,-0.03,-0.7,-0.61
2135,สินเดิม,0.04,0.12,-0.04,0.13,0.07
2136,ตีพิมพ์,-0.07,0,-0.14,0.1,-0.03
2137,น้ำผึ้งพระจันทร์,0.88,0.84,0,0.91,0.88
2138,โม่,0,-0.02,0,-0.04,-0.01
2139,โม้,0,0,0.48,-0.79,-0.42
2140,รั้ง,-0.04,0.06,-0.05,0.04,0
2141,การข่มขู่,-0.09,0,0.37,-0.47,-0.37
2142,การดื่มน้ำผึ้งพระจันทร์,0.88,0.84,0,0.91,0.88
2143,หย่าร้าง,-0.74,0,0,-0.72,-0.49
2144,เครื่องประดับประดา,0.09,-0.07,-0.08,0.13,0.07
2145,น่าเชื่อถือ,0.44,0.58,-0.07,0.42,0.45
2146,การเกิด,0.47,0.06,-0.04,0.06,0.19
2147,มีจริง,-0.04,0.2,-0.2,0.17,0.05
2148,การเลื่อนขั้น,0.44,0.16,-0.06,0.57,0.37
2149,อาวาสิก,0.03,0.25,0,0.23,0.17
2150,เอ็ด,-0.13,0.02,-0.35,-0.02,-0.17
2151,ตำนาน,0.03,0.12,-0.1,0.1,0.05
2152,ฉก,0.02,0.1,-0.11,0.03,0.04
2153,บุญบารมี,0.15,0.17,-0.11,0.18,0.13
2154,แผนกต้อนรับ,0.14,-0.13,-0.06,-0.06,0.05
2155,ตัวอย่าง,0.01,0.11,-0.05,0.19,0.09
2156,รั้น,-0.12,0.2,-0.07,0.11,0.04
2157,จ่าย,-0.04,0.18,-0.09,0.17,0.06
2158,แอสไพริน,-0.07,-0.04,-0.05,-0.25,-0.11
2159,อาชญากร,-0.07,0.04,-0.17,-0.03,-0.08
2160,ตามความเป็นจริง,0.05,0.28,-0.17,0.28,0.15
2161,ฉะ,-0.19,-0.07,0.07,-0.21,-0.2
2162,ขูด,-0.07,0.04,0.17,-0.21,-0.16
2163,มิตรจิต,0.58,0.65,-0.26,0.31,0.42
2164,อำนาจควบคุม,0.07,0.15,-0.1,0.06,0.06
2165,ใดๆ,0.06,0.1,0,0.22,0.13
2166,งานวิจัย,0.2,0.33,-0.05,-0.01,0.16
2167,ดื่มจิบๆ,0.11,0.1,0,0.11,0.11
2168,แวดล้อม,0.06,0.19,-0.06,0.29,0.16
2169,ฉอ,0.03,0.09,0.12,0.13,0.04
2170,น่าสงสาร,-0.73,0.31,-0.49,-0.03,-0.31
2171,เต็มพร้อม,-0.08,0.17,-0.07,0.19,0.07
2172,สุขาภิบาล,0.06,0.08,-0.1,0.08,0.04
2173,ฉล,-0.13,0.13,-0.12,0,-0.04
2174,ตัวกระตุ้น,0.72,0.81,0,0,0.51
2175,วันหยุดสั้นๆ,-0.06,-0.04,0,-0.1,-0.04
2176,สายเลือดผู้ดี,0.08,0.1,-0.09,0.17,0.08
2177,เจรียง,0.92,0,0,0,0.31
2178,รายชื่อ,0.06,0.03,0,0.09,0.08
2179,ความเกียจคร้าน,0,0,0.83,-0.96,-0.6
2180,ส่วนหลัง,-0.07,0.21,-0.18,0.19,0.05
2181,ไม่ว่าง,0,0.21,-0.13,0.24,0.1
2182,เท้า,0.03,0.06,0,0.11,0.05
2183,เหล็กไขจุกขวด,0.04,-0.03,0.06,-0.11,-0.04
2184,เท่าไร,-0.04,0.19,-0.17,0.24,0.08
2185,ทางกล,0,-0.03,0.04,0.08,0.02
2186,เอาไปใช้,-0.04,0.14,-0.09,0.21,0.07
2187,ทั้งที่,-0.06,0.22,0.27,-0.2,-0.13
2188,ฉาย,0,0.07,-0.06,0.09,0.04
2189,เงอะงะ,-0.52,0.39,-0.24,-0.15,-0.17
2190,เกาะแกะ,0,0.13,-0.15,0.27,0.08
2191,ขังคุก,-0.87,0,-0.99,-0.94,-0.93
2192,อย่างสมเหตุสมผล,-0.09,0.24,-0.1,0.09,0.04
2193,ค่อนข้าง,0.11,0.41,-0.18,0.38,0.24
2194,คนคุม,0.03,0.1,0,0,0.04
2195,บุญวาสนา,0.97,0,0.77,0.88,0.36
2196,แบคทีเรีย,0,0,0,-0.11,-0.03
2197,รายได้,0.28,0.47,-0.07,0.34,0.34
2198,ฤทัย,0.1,0.24,-0.15,0.12,0.11
2199,ระเบียบวาระ,0.06,-0.02,0,0.11,0.06
2200,อุด,0.14,0.11,-0.06,0.14,0.12
2201,ความสามัคคี,0.27,0.34,-0.07,0.32,0.28
2202,การร้องขอ,0,0.73,0,0,0.24
2203,เพื่อนแก้ว,0.17,0.13,-0.05,0.2,0.15
2204,วิมุข,-0.3,0,-0.16,-0.21,-0.22
2205,เจริญพันธุ์,0.04,0.11,-0.07,0.15,0.07
2206,อัญมณี,0.03,0,0.03,0.16,0.05
2207,ตะพัง,0.73,0.71,0,0.71,0.72
2208,ของคุณ,0.1,-0.08,0.02,0,0.05
2209,ระหกระเหิน,0,0.08,0,0.09,0.06
2210,เสื้อชั้นใน,0,-0.07,0.1,-0.07,-0.03
2211,คร่ำครวญ,-0.8,0,0.38,-0.37,-0.52
2212,ลิงก์,0.03,0.16,-0.11,0.12,0.07
2213,สีน้ำเงิน,-0.46,0.08,-0.25,0,-0.21
2214,กรวด,0,-0.13,0.05,-0.24,-0.05
2215,การคลอด,-0.04,0.09,-0.12,0.17,0.04
2216,เป็นกบฎ,0,0,0.73,-0.76,-0.5
2217,ช่อง,0.04,0.15,-0.13,0.16,0.07
2218,ความโน้มเอียง,-0.05,0.13,-0.05,0.11,0.05
2219,เด็กผู้หญิง,0,-0.1,-0.01,-0.14,-0.04
2220,ผู้รายงาน,-0.06,0.07,-0.1,0,-0.03
2221,หมองหมาง,-0.11,0.18,0.63,-0.64,-0.4
2222,บุพ-,0.04,0.16,-0.03,0.18,0.12
2223,มูลค่า,-0.01,0.36,0,0.29,0.21
2224,กระจุ๋มกระจิ๋ม,0.06,0.14,0,0.21,0.14
2225,รายการ,0.03,0.05,0.04,0.06,0.04
2226,บัญชีรายชื่อ,0.06,0.03,0,0.09,0.08
2227,องค์กร,0.24,0.32,-0.01,0.23,0.26
2228,ความน่าจะเป็น,-0.05,0.1,-0.17,0.21,0.03
2229,ดอน,0.04,0.15,0,0.16,0.12
2230,เป็นประโยชน์,0.19,0.4,-0.08,0.37,0.29
2231,น่าพิสมัย,0.42,0.45,-0.05,0.49,0.43
2232,ประจำเดือน,-0.04,0.1,-0.04,0.15,0.07
2233,ดอก,0.01,0.07,0.05,0.12,0.05
2234,กรวย,0.06,-0.04,0.04,0.07,0.04
2235,กระดากใจ,-0.52,0.38,-0.23,-0.16,-0.18
2236,ดอง,0.36,0.05,0.01,0.42,0.27
2237,อ้างว่า,0,0.25,-0.23,0.28,0.1
2238,หัวกะทิ,0.04,0,0,0.13,0.06
2239,เกิดขึ้นบ่อย,0,0.19,-0.05,0.19,0.11
2240,ชักช้า,-0.03,0,0.45,-0.48,-0.34
2241,การครบกำหนด,0,0,-0.09,0,-0.03
2242,หทัย,0.25,0.33,-0.2,0.14,0.17
2243,คำคุณศัพท์,0.81,0,0,0.82,0.54
2244,คำบุพบท,0,0.22,-0.1,0.34,0.15
2245,ผู้กระทำผิดกฎหมาย,-0.07,0.07,-0.19,-0.05,-0.08
2246,เงินให้กู้ยืม,-0.05,0.26,-0.08,0.15,0.09
2247,ถูกกิน,-0.08,-0.09,0.06,-0.04,-0.03
2248,ชมเชย,0.44,0,0.24,0.79,0.33
2249,ตะหลิว,0,-0.01,0,-0.08,-0.02
2250,ละเว้น,-0.3,-0.19,0.21,-0.2,-0.17
2251,เท้าความ,0.08,0.18,-0.13,0.26,0.13
2252,กาฬโรค,0,-0.77,-0.79,-0.75,-0.26
2253,เข้าสู่,-0.01,0.15,-0.12,0.26,0.09
2254,กุมารี,0,0,-0.1,0,-0.03
2255,ระแหง,-0.04,0,0,-0.04,-0.03
2256,ละเอียดอ่อน,0.04,0.27,-0.11,0.17,0.12
2257,บัญชีแยกประเภท,0,0.11,0.03,0,0.03
2258,เทวดา,0.94,0,0,0.91,0.62
2259,ยมโลก,-0.03,0.02,-0.41,-0.36,-0.26
2260,ประชุมกัน,0.04,0.11,-0.11,0.16,0.07
2261,อ่านสะกด,-0.05,0,-0.04,0,-0.03
2262,ดักแด้,0,-0.01,0.04,-0.04,-0.02
2263,มือปืน,0,-0.06,0,-0.2,-0.05
2264,เครื่องฉาย,0,-0.01,-0.09,-0.03,-0.03
2265,หยิบยก,0,0.12,-0.15,0.19,0.08
2266,การแต่งเพลง,0.04,0,0.03,0.09,0.03
2267,วิถี,-0.04,0.14,0,0.1,0.07
2268,ไฟหน้า,0,-0.04,-0.05,0.1,0.03
2269,ทำร้าย,-0.48,-0.5,-0.23,-0.48,-0.39
2270,ความกล้าหาญชาญชัย,0,0,0,0.83,0.28
2271,การปกป้อง,0,0.2,-0.12,0.08,0.05
2272,ชัดๆ,0.03,0.29,-0.14,0.26,0.15
2273,ธาตุอาหาร,0.06,0,0,0.05,0.04
2274,นายธนาคาร,0,0.27,-0.06,0,0.07
2275,นาม,0.07,0.19,-0.15,0.22,0.11
2276,นาย,0.05,0.12,-0.02,0.08,0.08
2277,การสังเวย,-0.1,0.3,-0.21,0.28,0.09
2278,ต่อเติม,-0.01,0.21,-0.08,0.29,0.13
2279,พิพาท,-0.43,0,0.8,-0.94,-0.72
2280,ห้องประชุม,0,0,-0.09,0,-0.03
2281,มีเลือดออก,0,0,-0.75,-0.75,-0.5
2282,อย่าลืมนะ,-0.09,0.14,0,0.08,0.04
2283,ความยาว,0,0.07,0.11,0.14,0.04
2284,จุลินทรีย์,0,0,0,-0.09,-0.03
2285,เพ่ง,-0.11,0.07,-0.02,-0.05,-0.04
2286,การช่าง,0.07,0.05,0,0.13,0.08
2287,การตรัสรู้,0.85,0.78,0,0.89,0.84
2288,ปล่อยมือ,0,-0.11,0.13,-0.09,-0.03
2289,ขานไข,-0.07,0.12,-0.13,0.22,0.05
2290,ใบบุญ,0,0.2,-0.12,0.08,0.05
2291,เรือช่วยชีวิต,0,-0.02,0.05,-0.11,-0.05
2292,สแกน,-0.08,0,0.01,-0.05,-0.05
2293,คู่ปรปักษ์,-0.08,0,-0.07,-0.24,-0.13
2294,กงเกวียนกำเกวียน,-0.38,0.11,-0.22,-0.07,-0.18
2295,รสนิยม,0.51,0.65,-0.2,0.47,0.48
2296,นาง,0,0.07,-0.15,0.04,-0.02
2297,ปฏิบัติ,-0.03,0.09,-0.08,0.11,0.04
2298,ต่างๆ,0,0.07,0.01,0.13,0.06
2299,อปรา,-0.52,-0.04,-0.38,-0.45,-0.45
2300,ปรับไหม,0.04,0.34,-0.22,0.23,0.13
2301,เทพ-,0.44,0,0,0.85,0.43
2302,เพลงสรรเสริญพระเจ้า,0.07,0.11,0.03,0.17,0.1
2303,พิโมกข์,0.05,0.36,-0.09,0.31,0.21
2304,นาถ,0,0.16,-0.13,0.14,0.06
2305,หัวหน้างาน,0.03,0.1,0,0,0.04
2306,อัธยาศัย,0.27,0.45,-0.2,0.22,0.25
2307,ก้อนกรวด,0,-0.24,0.12,-0.43,-0.1
2308,อิดออด,-0.12,0.19,0.6,-0.63,-0.39
2309,ฝูง,0.02,0.1,-0.03,0.08,0.06
